																															Class	std	std	std	std
59	7.394	69.38801	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.34	std_e1	69.38801:3472 70.39136:0 71.39472:0		11550	-2	-2	-2
60	0.989	69.40604	Unknown	[M-2H]2-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.66	std_e1	69.40604:14208 70.40939:0 71.41275:0		454	-2	-2	-2
61	5.919	69.40831	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1.22	std_e1	69.40831:1223 70.41166:0 71.41502:0		9998	-2	-2	-2
62	2.184	69.40974	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.69	std_e1	69.40974:10732 70.41309:0 71.41645:0		3533	-2	-2	-2
63	3.737	69.41474	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.29	std_e1	69.41474:4288 70.41809:0 71.42145:0		9223	1958	-2	-2
64	1.431	69.43375	Unknown	[M-H]-	similar chromatogram in higher mz_5810; similar chromatogram in higher mz_3884; similar chromatogram in higher mz_11423; similar chromatogram in higher mz_2818; similar chromatogram in higher mz_10107; similar chromatogram in higher mz_12287; similar chromatogram in higher mz_6850; similar chromatogram in higher mz_6772; similar chromatogram in higher mz_8927; similar chromatogram in higher mz_152; similar chromatogram in higher mz_5807; similar chromatogram in higher mz_8825; similar chromatogram in higher mz_9358; similar chromatogram in higher mz_1290; similar chromatogram in higher mz_3888; similar chromatogram in higher mz_12585; similar chromatogram in higher mz_5820; similar chromatogram in higher mz_5897; similar chromatogram in higher mz_1888; similar chromatogram in higher mz_5655; similar chromatogram in higher mz_5633; similar chromatogram in higher mz_8086; similar chromatogram in higher mz_5664; similar chromatogram in higher mz_5630; similar chromatogram in higher mz_4704; similar chromatogram in higher mz_4043; similar chromatogram in higher mz_3256; similar chromatogram in higher mz_5612; similar chromatogram in higher mz_5662; similar chromatogram in higher mz_877; similar chromatogram in higher mz_12987; similar chromatogram in higher mz_3365; similar chromatogram in higher mz_5926; similar chromatogram in higher mz_9646; similar chromatogram in higher mz_5452; similar chromatogram in higher mz_9380; similar chromatogram in higher mz_11491; similar chromatogram in higher mz_3557; similar chromatogram in higher mz_3925; similar chromatogram in higher mz_3608; similar chromatogram in higher mz_3153; similar chromatogram in higher mz_4280; similar chromatogram in higher mz_5676; similar chromatogram in higher mz_2874; similar chromatogram in higher mz_3674; similar chromatogram in higher mz_10187; similar chromatogram in higher mz_3101; similar chromatogram in higher mz_5720; similar chromatogram in higher mz_4317; similar chromatogram in higher mz_1626; similar chromatogram in higher mz_5682; similar chromatogram in higher mz_186; similar chromatogram in higher mz_305; similar chromatogram in higher mz_5709; similar chromatogram in higher mz_5678; similar chromatogram in higher mz_5484; similar chromatogram in higher mz_2499; similar chromatogram in higher mz_5660; similar chromatogram in higher mz_4210; similar chromatogram in higher mz_890; similar chromatogram in higher mz_1471; similar chromatogram in higher mz_1592; similar chromatogram in higher mz_5627; similar chromatogram in higher mz_5707; similar chromatogram in higher mz_1704; similar chromatogram in higher mz_1360; similar chromatogram in higher mz_3683; similar chromatogram in higher mz_1866; similar chromatogram in higher mz_2192; similar chromatogram in higher mz_2175; similar chromatogram in higher mz_2489	0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.32	std_e1	69.43375:10844 70.4371:0 71.44046:0		2373	707	-2	-2
65	4.827	69.43671	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.73	std_e1	69.43671:2834 70.44006:0 71.44342:0		8132	-2	-2	-2
66	8.769	69.43822	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1.44	std_e1	69.43822:1498 70.44157:0 71.44493:0		12559	-2	-2	-2
67	5.543	69.45598	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.28	std_e1	69.45598:6302 70.45933:0 71.46269:0		9580	-2	-2	-2
68	7.403	69.45626	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.77	std_e1	69.45626:3202 70.45961:0 71.46297:0		11572	-2	-2	-2
69	1.252	69.45838	Unknown	[M-H]-	similar chromatogram in higher mz_11652; similar chromatogram in higher mz_11964; similar chromatogram in higher mz_11936; similar chromatogram in higher mz_9470; similar chromatogram in higher mz_292; similar chromatogram in higher mz_1188; similar chromatogram in higher mz_2425; similar chromatogram in higher mz_2765; similar chromatogram in higher mz_2884; similar chromatogram in higher mz_3440; similar chromatogram in higher mz_3570; similar chromatogram in higher mz_3813; similar chromatogram in higher mz_3897; similar chromatogram in higher mz_5085; similar chromatogram in higher mz_5479; similar chromatogram in higher mz_5571; similar chromatogram in higher mz_5728; similar chromatogram in higher mz_5927; similar chromatogram in higher mz_6030; similar chromatogram in higher mz_10725; similar chromatogram in higher mz_10913; similar chromatogram in higher mz_12162; similar chromatogram in higher mz_12256; similar chromatogram in higher mz_12838	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.31	std_e1	69.45838:10352 70.46173:0 71.46509:0		1352	-2	-2	-2
70	4.742	69.47232	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.15	std_e1	69.47232:3524 70.47567:0 71.47903:0		8001	-2	-2	-2
71	4.488	69.49505	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.9	std_e1	69.49505:7928 70.4984:0 71.50176:0		7563	-2	-2	-2
72	0.97	69.49565	Unknown	[M-H]-	similar chromatogram in higher mz_9799	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.31	std_e1	69.49565:8347 70.499:77645 71.50236:0		378	-2	-2	-2
73	5.374	69.49609	Unknown	[M-H]-	similar chromatogram in higher mz_3406; similar chromatogram in higher mz_12072; similar chromatogram in higher mz_4144; similar chromatogram in higher mz_9973; similar chromatogram in higher mz_8707; similar chromatogram in higher mz_9502; similar chromatogram in higher mz_8842; similar chromatogram in higher mz_6598; similar chromatogram in higher mz_4359; similar chromatogram in higher mz_7780; similar chromatogram in higher mz_9737; similar chromatogram in higher mz_9138; similar chromatogram in higher mz_9623; similar chromatogram in higher mz_11712; similar chromatogram in higher mz_10435; similar chromatogram in higher mz_10429; similar chromatogram in higher mz_10243; similar chromatogram in higher mz_8421; similar chromatogram in higher mz_10247; similar chromatogram in higher mz_1390; similar chromatogram in higher mz_3767; similar chromatogram in higher mz_4223; similar chromatogram in higher mz_6979; similar chromatogram in higher mz_8804; similar chromatogram in higher mz_11502; similar chromatogram in higher mz_12852; similar chromatogram in higher mz_285; similar chromatogram in higher mz_1860	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.56	std_e1	69.49609:4577 70.49944:0 71.5028:0		9204	-2	-2	-2
74	6.572	69.50488	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1.15	std_e1	69.50488:1155 70.50823:0 71.51159:0		10773	-2	-2	-2
75	4.611	69.51346	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.03	std_e1	69.51346:3042 70.51681:0 71.52017:0		7775	-2	-2	-2
76	2.41	69.51373	Unknown	[M-2H]2-	similar chromatogram in higher mz_10099; similar chromatogram in higher mz_10159; similar chromatogram in higher mz_8866	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	297.23	std_e1	69.51373:252406 70.51708:0 71.52044:0		4057	-2	-2	-2
77	3.675	69.51765	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1.78	std_e1	69.51765:1516 70.521:0 71.52436:0		6109	-2	-2	-2
78	1.458	69.52453	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.5	std_e1	69.52453:8879 70.52788:0 71.53124:0		1674	1278	-2	-2
79	3.43	69.53324	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.37	std_e1	69.53324:9203 70.53659:0 71.53995:0		2276	3652	-2	-2
80	10.139	69.54385	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.25	std_e1	69.54385:2355 70.5472:0 71.55056:0		13110	-2	-2	-2
81	3.913	69.55286	Unknown	[M-H]-	similar chromatogram in higher mz_12380; similar chromatogram in higher mz_6835; similar chromatogram in higher mz_6866; similar chromatogram in higher mz_4117; similar chromatogram in higher mz_5391; similar chromatogram in higher mz_5959; similar chromatogram in higher mz_12139; similar chromatogram in higher mz_4734; similar chromatogram in higher mz_5665; similar chromatogram in higher mz_3631; similar chromatogram in higher mz_5527; similar chromatogram in higher mz_1740; similar chromatogram in higher mz_1745; similar chromatogram in higher mz_1935; similar chromatogram in higher mz_2325; similar chromatogram in higher mz_2471; similar chromatogram in higher mz_3121; similar chromatogram in higher mz_3362; similar chromatogram in higher mz_5058; similar chromatogram in higher mz_5508; similar chromatogram in higher mz_6749; similar chromatogram in higher mz_6792	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.88	std_e1	69.55286:3299 70.55621:0 71.55957:0		6404	-2	-2	-2
82	2.808	69.56462	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.72	std_e1	69.56462:2693 70.56797:0 71.57133:0		4910	-2	-2	-2
83	3.513	69.56667	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.82	std_e1	69.56667:2391 70.57002:0 71.57338:0		5910	-2	-2	-2
84	1.692	69.57177	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.22	std_e1	69.57177:2827 70.57512:0 71.57848:0		3976	392	-2	-2
85	5.104	69.57679	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.91	std_e1	69.57679:3426 70.58014:0 71.5835:0		8121	-2	1424	-2
86	3.335	69.57871	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.01	std_e1	69.57871:5131 70.58206:0 71.58542:0		8961	1125	-2	-2
87	8.172	69.59167	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.29	std_e1	69.59167:1659 70.59502:0 71.59838:0		12146	-2	-2	-2
88	3.22	69.59668	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.09	std_e1	69.59668:2243 70.60003:0 71.60339:0		5396	-2	-2	-2
89	7.375	69.60198	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.93	std_e1	69.60198:4335 70.60533:0 71.60869:0		11506	-2	-2	-2
90	1.299	69.60591	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.7	std_e1	69.60591:4895 70.60926:0 71.61262:0		1459	-2	-2	-2
91	4.176	69.60805	Unknown	[M-2H]2-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.19	std_e1	69.60805:4483 70.6114:0 71.61476:0		7022	-2	-2	-2
92	4.723	69.61693	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.08	std_e1	69.61693:3682 70.62028:0 71.62364:0		7960	-2	-2	-2
93	1.637	69.62408	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.4	std_e1	69.62408:6867 70.62743:0 71.63079:0		2238	-2	-2	-2
94	0.97	69.63338	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.51	std_e1	69.63338:9791 70.63673:0 71.64009:0		379	-2	-2	-2
95	3.412	69.64896	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.72	std_e1	69.64896:3600 70.65231:0 71.65567:0		2010	-2	1405	-2
96	2.685	69.65455	Unknown	[M-H]-	similar chromatogram in higher mz_9652; similar chromatogram in higher mz_7091; similar chromatogram in higher mz_1021; similar chromatogram in higher mz_10614; similar chromatogram in higher mz_6052; similar chromatogram in higher mz_709; similar chromatogram in higher mz_12576; similar chromatogram in higher mz_12834; similar chromatogram in higher mz_10206; similar chromatogram in higher mz_10246; similar chromatogram in higher mz_4977; similar chromatogram in higher mz_5394; similar chromatogram in higher mz_1419; similar chromatogram in higher mz_6969; similar chromatogram in higher mz_303; similar chromatogram in higher mz_2145; similar chromatogram in higher mz_1482; similar chromatogram in higher mz_1747; similar chromatogram in higher mz_2524; similar chromatogram in higher mz_2582; similar chromatogram in higher mz_6447; similar chromatogram in higher mz_6724; similar chromatogram in higher mz_6766; similar chromatogram in higher mz_6781; similar chromatogram in higher mz_6793; similar chromatogram in higher mz_6836; similar chromatogram in higher mz_6867; similar chromatogram in higher mz_6896; similar chromatogram in higher mz_6898; similar chromatogram in higher mz_7015; similar chromatogram in higher mz_10934; similar chromatogram in higher mz_12861	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.02	std_e1	69.65455:2935 70.6579:0 71.66126:0		4685	-2	-2	-2
